place_id,common_name,lat,lon,terminal_name,installed,temporary,install_date,removal_date,valid_from,valid_to
BikePoints_36,"De Vere Gardens, Kensington",51.501737,-0.18498,003446,true,false,2010-07-07,,2022-04-29,
BikePoints_37,"Penywern Road, Earl's Court",51.491593,-0.192369,003444,true,false,2010-07-07,,2022-04-29,
BikePoints_38,"Abingdon Villas, Kensington",51.497387,-0.197245,003442,true,false,2010-07-08,,2022-04-29,
BikePoints_39,"Shoreditch High Street, Shoreditch",51.526377,-0.07813,003445,true,false,2010-07-08,,2022-04-29,
BikePoints_40,"Commercial Street, Shoreditch",51.52127,-0.075578,001083,true,false,2010-07-08,,2022-04-29,
BikePoints_41,"Pindar Street, Liverpool Street",51.520955,-0.083493,001084,true,false,2010-07-08,,2022-04-29,
BikePoints_42,"Wenlock Road , Hoxton",51.530991,-0.093903,000979,true,false,2010-07-08,,2022-04-29,
BikePoints_43,"Crawford Street, Marylebone",51.52026,-0.157183,001036,true,false,2010-07-09,,2022-04-29,
BikePoints_44,"Bruton Street, Mayfair",51.510736,-0.144165,001034,true,false,2010-07-09,,2022-04-29,
BikePoints_45,"Boston Place, Marylebone",51.522511,-0.162298,001035,true,false,2010-07-09,,2022-04-29,
BikePoints_46,"Nesham Street, Wapping",51.507131,-0.06691,001031,true,false,2010-07-09,,2022-04-29,
BikePoints_47,"Warwick Avenue Station, Maida Vale",51.523344,-0.183846,001027,true,false,2010-07-10,,2022-04-29,
BikePoints_48,"Godliman Street, St. Paul's",51.512484,-0.099141,000971,true,false,2010-07-10,,2022-04-29,
BikePoints_49,"Curzon Street, Mayfair",51.507069,-0.145904,003437,true,false,2010-07-10,,2022-04-29,
BikePoints_50,"East Road, Hoxton",51.528673,-0.087459,001054,true,false,2010-07-10,,2022-04-29,
BikePoints_51,"Finsbury Library , Finsbury",51.526717,-0.104298,000986,true,false,2010-07-10,,2022-04-29,
BikePoints_52,"Roscoe Street, St. Luke's",51.522954,-0.094934,001026,true,false,2010-07-10,,2022-04-29,
BikePoints_53,"Grafton Street, Mayfair",51.509992,-0.143495,003431,true,false,2010-07-10,,2022-04-29,
BikePoints_54,"Golden Lane, Barbican",51.521747,-0.094475,000967,true,false,2010-07-10,,2022-04-29,
BikePoints_55,"Finsbury Circus, Liverpool Street",51.517075,-0.086685,000984,true,false,2010-07-10,,2022-04-29,
BikePoints_56,"Paddington Street, Marylebone",51.520583,-0.154701,001033,true,false,2010-07-10,,2022-04-29,
BikePoints_57,"Guilford Street , Bloomsbury",51.523346,-0.120202,000974,true,false,2010-07-10,,2022-04-29,
BikePoints_58,"New Inn Yard, Shoreditch",51.524526,-0.079248,001032,true,false,2010-07-10,,2022-04-29,
BikePoints_60,"Lisson Grove, St. John's Wood",51.526448,-0.17219,001030,true,false,2010-07-10,,2022-04-29,
BikePoints_61,"Great Dover Street, The Borough",51.497382,-0.089446,001017,true,false,2010-07-10,,2022-04-29,
BikePoints_62,"Cotton Garden Estate, Kennington",51.490757,-0.106323,000990,true,false,2010-07-10,,2022-04-29,
BikePoints_63,"Murray Grove , Hoxton",51.53089,-0.089782,000989,true,false,2010-07-10,,2022-04-29,
BikePoints_64,"William IV Street, Strand",51.509462,-0.124749,001028,true,false,2010-07-10,,2022-04-29,
BikePoints_65,"Gower Place , Euston",51.525227,-0.135188,000969,true,false,2010-07-11,,2022-07-20,
BikePoints_66,"Holborn Circus, Holborn",51.51795,-0.108657,000982,true,false,2010-07-11,,2022-04-29,
BikePoints_67,"Hatton Garden, Holborn",51.518825,-0.108028,000985,true,false,2010-07-11,,2022-04-29,
BikePoints_68,"Theobald's Road , Holborn",51.520596,-0.116688,000975,true,false,2010-07-11,,2022-04-29,
BikePoints_69,"Euston Road, Euston",51.526236,-0.134407,000983,true,false,2010-07-11,,2022-04-29,
BikePoints_70,"Calshot Street , King's Cross",51.53136,-0.117069,001066,true,false,2010-07-11,,2022-04-29,
BikePoints_71,"Newgate Street , St. Paul's",51.515418,-0.09885,001074,true,false,2010-07-12,,2022-04-29,2023-04-03
BikePoints_71,"Newgate Street , St. Paul's",51.515418,-0.09885,001074,true,true,2010-07-12,,2023-04-03,2024-04-01
BikePoints_71,"Newgate Street , St. Paul's",51.515418,-0.09885,001074,true,false,2010-07-12,,2024-04-01,2024-04-02
BikePoints_71,"Newgate Street , St. Paul's",51.515418,-0.09885,001074,true,true,2010-07-12,,2024-04-02,2024-04-10
BikePoints_71,"Newgate Street , St. Paul's",51.515418,-0.09885,001074,true,false,2010-07-12,,2024-04-10,2024-07-17
BikePoints_71,"Newgate Street , St. Paul's",51.515768,-0.099894,001074,true,false,2010-07-12,,2024-07-17,
BikePoints_72,"Farringdon Lane, Clerkenwell",51.52352,-0.10834,003432,true,false,2010-06-19,,2022-04-29,
BikePoints_73,"Old Street Station, St. Luke's",51.52548,-0.089659,001064,true,false,2010-07-12,,2022-04-29,2023-12-19
BikePoints_73,"Old Street Station, St. Luke's",51.525615,-0.088532,001064,true,false,2010-07-12,,2023-12-19,2023-12-20
BikePoints_73,"Old Street Station, St. Luke's",51.52548,-0.089659,001064,true,false,2010-07-12,,2023-12-20,2023-12-23
BikePoints_73,"Old Street Station, St. Luke's",51.525615,-0.088532,001064,true,false,2010-07-12,,2023-12-23,
BikePoints_74,"Vauxhall Cross, Vauxhall",51.485917,-0.124469,001000,true,false,2010-07-12,,2022-04-29,
BikePoints_75,"Torrens Street, Angel",51.532199,-0.10548,001060,true,false,2010-07-12,,2022-04-29,
BikePoints_76,"Longford Street, The Regent's Park",51.525595,-0.144083,000976,true,false,2010-07-12,,2022-04-29,
BikePoints_77,"Russell Square Station, Bloomsbury",51.523418,-0.124121,000978,true,false,2010-07-12,,2022-04-29,
BikePoints_78,"Sadlers Sports Centre, Finsbury",51.524868,-0.099489,003433,true,false,2010-07-12,,2022-04-29,
BikePoints_79,"Arundel Street, Temple",51.511726,-0.113855,003455,true,false,2017-10-26,,2022-04-29,
BikePoints_80,"Webber Street , Southwark",51.500693,-0.102091,003448,true,false,2010-07-12,,2022-04-29,
BikePoints_81,"Great Titchfield Street, Fitzrovia",51.520253,-0.141327,003450,true,false,2010-07-13,,2022-04-29,
BikePoints_82,"Chancery Lane, Holborn",51.514274,-0.111257,003453,true,false,2010-07-13,,2022-04-29,
BikePoints_83,"Panton Street, West End",51.509639,-0.13151,003452,true,false,2010-07-13,,2022-04-29,
BikePoints_84,"Breams Buildings, Holborn",51.515937,-0.111778,003449,true,false,2010-07-13,,2022-04-29,
BikePoints_85,"Tanner Street, Bermondsey",51.500647,-0.0786,000994,true,false,2010-07-13,,2022-04-29,
BikePoints_86,"Sancroft Street, Vauxhall",51.489479,-0.115156,003434,true,false,2010-07-13,,2022-04-29,
BikePoints_87,"Devonshire Square, Liverpool Street",51.516468,-0.079684,003438,true,false,2010-07-13,,2022-04-29,2026-07-26
BikePoints_87,"Devonshire Square, Liverpool Street",51.516468,-0.079684,003438,false,false,2010-07-13,,2026-07-26,2026-07-28
BikePoints_87,"Devonshire Square, Liverpool Street",51.516468,-0.079684,003438,true,false,2010-07-13,,2026-07-28,
BikePoints_88,"Bayley Street , Bloomsbury",51.518587,-0.132053,001006,true,false,2010-07-13,,2022-04-29,2024-12-14
BikePoints_88,"Percy Street, Bloomsbury",51.51863,-0.132676,001006,true,false,2010-07-13,,2024-12-14,2025-07-04
BikePoints_88,"Bayley Street , Bloomsbury",51.51863,-0.132676,001006,true,false,2010-07-13,,2025-07-04,2025-07-05
BikePoints_88,"Percy Street, Bloomsbury",51.51863,-0.132676,001006,true,false,2010-07-13,,2025-07-05,
BikePoints_89,"Tavistock Place, Bloomsbury",51.52625,-0.123509,003439,true,false,2010-07-13,,2022-04-29,
BikePoints_90,"Harrington Square 1, Camden Town",51.533019,-0.139174,001038,true,false,2010-07-13,,2022-04-29,
BikePoints_91,"Walnut Tree Walk, Vauxhall",51.493686,-0.111014,001076,true,false,2010-07-13,,2022-04-29,
BikePoints_92,"Borough Road, Elephant & Castle",51.498898,-0.10044,001082,true,false,2010-07-13,,2022-04-29,
BikePoints_93,"Cloudesley Road, Angel",51.534408,-0.109025,002586,true,false,2010-07-13,,2022-04-29,
BikePoints_94,"Bricklayers Arms, Borough",51.495061,-0.085814,001070,true,false,2010-07-13,,2022-04-29,
BikePoints_95,"Aldersgate Street, Barbican",51.520841,-0.09734,001065,true,false,2010-07-14,,2022-04-29,
BikePoints_96,"Falkirk Street, Hoxton",51.53095,-0.078505,001047,true,false,2010-07-14,,2022-04-29,
BikePoints_97,"Gloucester Road (North), Kensington",51.497924,-0.183834,003447,true,false,2010-07-14,,2022-04-29,
BikePoints_98,"Hampstead Road, Euston",51.525542,-0.138231,000972,true,false,2010-07-14,,2022-04-29,
BikePoints_99,"Old Quebec Street, Marylebone",51.514577,-0.158264,001085,true,false,2010-07-14,,2022-04-29,
BikePoints_100,"Albert Embankment, Vauxhall",51.490435,-0.122806,001059,true,false,2010-07-14,,2022-04-29,
BikePoints_101,"Queen Street 1, Bank",51.511553,-0.09294,000999,true,false,2010-07-14,,2022-04-29,
BikePoints_102,"Jewry Street, Aldgate",51.513406,-0.076793,001045,true,false,2010-07-14,,2022-04-29,
BikePoints_103,"Vicarage Gate, Kensington",51.504723,-0.192538,003441,true,false,2010-07-14,,2022-04-29,
BikePoints_104,"Crosswall, Tower",51.511594,-0.077121,000991,true,false,2010-07-14,,2022-04-29,
BikePoints_105,"Westbourne Grove, Bayswater",51.515529,-0.19024,001041,true,false,2010-07-14,,2022-04-29,
BikePoints_106,"Woodstock Street, Mayfair",51.514105,-0.147301,001042,true,false,2010-07-14,,2022-04-29,
BikePoints_107,"Finsbury Leisure Centre, St. Luke's",51.526008,-0.096317,001049,true,false,2010-07-14,,2022-04-29,
BikePoints_108,"Abbey Orchard Street, Westminster",51.498125,-0.132102,003429,true,false,2010-07-14,,2022-04-29,
BikePoints_109,"Soho Square , Soho",51.515631,-0.132328,001052,true,false,2010-07-14,,2022-04-29,
BikePoints_110,"Wellington Road, St. John's Wood",51.533043,-0.172528,001055,true,false,2010-07-14,,2022-04-29,
BikePoints_111,"Park Lane , Hyde Park",51.510017,-0.157275,001037,true,false,2010-07-14,,2022-04-29,
BikePoints_112,"Stonecutter Street, Holborn",51.515809,-0.10527,001061,true,false,2010-07-14,,2022-04-29,
BikePoints_113,"Gloucester Road (Central), South Kensington",51.496462,-0.183289,003435,true,false,2010-07-14,,2022-04-29,
BikePoints_114,"Park Road (Baker Street), The Regent's Park",51.524517,-0.158963,001050,true,false,2010-07-14,,2022-04-29,
BikePoints_115,"Braham Street, Aldgate",51.514233,-0.073537,001062,true,false,2010-07-14,,2022-04-29,
BikePoints_116,"Little Argyll Street, West End",51.514499,-0.141423,000995,true,false,2010-07-14,,2022-04-29,
BikePoints_117,"Lollard Street, Vauxhall",51.49288,-0.114934,000998,true,false,2010-07-14,,2022-04-29,
BikePoints_118,"Rochester Row, Westminster",51.495827,-0.135478,003457,true,false,2010-07-14,,2022-04-29,
BikePoints_119,"Bath Street, St. Luke's",51.525893,-0.090847,000964,true,false,2010-07-14,,2022-04-29,2024-08-23
BikePoints_119,"Bath Street, St. Lke's",51.525893,-0.090847,000964,true,false,2010-07-14,,2024-08-23,2024-08-30
BikePoints_119,"Bath Street, St. Luke's",51.525893,-0.090847,000964,true,false,2010-07-14,,2024-08-30,
BikePoints_120,"The Guildhall, Guildhall",51.515735,-0.09308,001044,true,false,2010-07-15,,2022-04-29,
BikePoints_121,"Baker Street, Marylebone",51.518913,-0.156166,001086,true,false,2010-07-15,,2022-04-29,
BikePoints_122,"Norton Folgate, Liverpool Street",51.521113,-0.078869,001068,true,false,2010-07-15,,2022-04-29,
BikePoints_123,"St. John Street, Finsbury",51.52836,-0.104724,000992,true,false,2010-07-15,,2022-04-29,
BikePoints_124,"Eaton Square, Belgravia",51.496544,-0.150905,001069,true,false,2010-07-15,,2022-04-29,2023-11-02
BikePoints_124,"Eaton Square, Belgravia",51.496544,-0.150905,001069,true,true,2010-07-15,,2023-11-02,2025-01-20
BikePoints_124,"Eaton Square, Belgravia",51.496544,-0.150905,001069,true,false,2010-07-15,,2025-01-20,
BikePoints_125,"Borough High Street, The Borough",51.500694,-0.094524,000996,true,false,2010-07-15,,2022-04-29,
BikePoints_126,"Museum of London, Barbican",51.517821,-0.096496,001043,true,false,2010-07-15,,2022-04-29,
BikePoints_127,"Wood Street, Guildhall",51.517008,-0.093885,001063,true,false,2010-07-15,,2022-04-29,
BikePoints_128,"Emperor's Gate, South Kensington",51.495362,-0.185296,001116,true,false,2010-07-15,,2022-04-29,
BikePoints_129,"Golden Square, Soho",51.511897,-0.137043,003451,true,false,2010-07-15,,2022-04-29,
BikePoints_130,"Tower Gardens , Tower",51.509506,-0.075459,001071,true,false,2010-07-15,,2022-04-29,
BikePoints_131,"Eversholt Street , Camden Town",51.533005,-0.136792,001005,true,false,2010-07-15,,2022-04-29,
BikePoints_132,"Bethnal Green Road, Shoreditch",51.523648,-0.074754,000973,true,false,2010-07-15,,2022-04-29,
BikePoints_133,"Derry Street, Kensington",51.501364,-0.191462,003436,true,false,2010-07-15,,2022-04-29,
BikePoints_134,"Wapping High Street, Wapping",51.504904,-0.06797,001039,true,false,2010-07-15,,2022-04-29,
BikePoints_135,"Clerkenwell Green, Clerkenwell",51.52326,-0.104708,001053,true,false,2010-07-15,,2022-04-29,
BikePoints_136,"Queen Victoria Street, St. Paul's",51.511961,-0.097441,001048,true,false,2010-07-15,,2022-04-29,
BikePoints_138,"Green Street, Mayfair",51.512276,-0.157436,003464,true,false,2010-07-15,,2022-04-29,
BikePoints_139,"Lambeth Road, Vauxhall",51.494881,-0.117974,001078,true,false,2010-07-15,,2022-04-29,
BikePoints_140,"Finsbury Square , Moorgate",51.520962,-0.085634,001056,true,false,2010-07-15,,2022-04-29,
BikePoints_141,"Chapel Place, Marylebone",51.515308,-0.147203,001003,true,false,2010-07-15,,2022-04-29,
BikePoints_142,"West Cromwell Road, Earl's Court",51.493724,-0.198286,001001,true,false,2010-07-15,,2022-04-29,
BikePoints_143,"Pont Street, Knightsbridge",51.496886,-0.161203,001114,true,false,2010-07-15,,2022-04-29,
BikePoints_144,"Kennington Cross, Kennington",51.48894,-0.111435,001093,true,false,2010-07-15,,2022-04-29,
BikePoints_145,"Ilchester Place, Kensington",51.500743,-0.202759,001115,true,false,2010-07-15,,2022-04-29,
BikePoints_146,"Vauxhall Bridge , Pimlico",51.488365,-0.129361,001046,true,false,2010-07-15,,2022-04-29,
BikePoints_147,"Portugal Street, Holborn",51.514943,-0.116146,003456,true,false,2010-07-15,,2022-07-18,
BikePoints_148,"Tachbrook Street, Victoria",51.492111,-0.138364,000965,true,false,,,2022-04-29,
BikePoints_149,"Kennington Road Post Office, Oval",51.484788,-0.110683,001073,true,false,2010-07-15,,2022-04-29,
BikePoints_150,"Holy Trinity Brompton, Knightsbridge",51.497056,-0.168917,001002,true,false,2010-07-15,,2022-04-29,
BikePoints_151,"Chepstow Villas, Notting Hill",51.512136,-0.201554,001120,true,false,2010-07-15,,2022-06-06,
BikePoints_152,"Hampton Street, Walworth",51.49217,-0.101536,001118,true,false,2010-07-15,,2022-04-29,
BikePoints_153,"Bayswater Road, Hyde Park",51.511933,-0.174411,001096,true,false,2010-07-15,,2022-04-29,
BikePoints_154,"Waterloo Station 3, Waterloo",51.503791,-0.112824,001072,true,false,,,2022-04-29,
BikePoints_155,"Lexham Gardens, Kensington",51.495866,-0.191933,001121,true,false,2010-07-16,,2022-04-29,
BikePoints_156,"New Kent Road, The Borough",51.494436,-0.092921,000966,true,false,2010-07-16,,2022-04-29,
BikePoints_157,"Wright's Lane, Kensington",51.500397,-0.193068,001094,true,false,2010-07-16,,2022-04-29,
BikePoints_158,"Trebovir Road, Earl's Court",51.490853,-0.19617,001113,true,false,2010-07-16,,2022-04-29,
BikePoints_160,"Waterloo Place, St. James's",51.506633,-0.131773,003458,true,false,2010-07-16,,2022-04-29,
BikePoints_161,"Guildhouse Street, Victoria",51.492345,-0.141334,003478,true,false,2010-07-16,,2022-04-29,
BikePoints_162,"Southampton Place, Holborn",51.517606,-0.121328,001123,true,false,2010-07-16,,2022-04-29,
BikePoints_163,"Sloane Avenue, Knightsbridge",51.493184,-0.167894,003461,true,false,2010-07-16,,2022-04-29,
BikePoints_164,"Cleveland Gardens, Bayswater",51.515607,-0.183118,001178,true,false,2010-07-16,,2022-04-29,
BikePoints_165,"Orsett Terrace, Bayswater",51.517932,-0.183716,002585,true,false,2010-07-16,,2022-04-29,
BikePoints_166,"Seville Street, Knightsbridge",51.501855,-0.159237,001177,true,false,2010-07-16,,2022-04-29,
BikePoints_167,"Eccleston Place, Victoria",51.49395,-0.147624,003465,true,false,,,2022-04-29,
BikePoints_168,"Argyll Road, Kensington",51.500401,-0.195455,003463,true,false,2010-07-16,,2022-04-29,
BikePoints_169,"Porchester Place, Paddington",51.514746,-0.165164,003477,true,false,2010-07-16,,2022-04-29,
BikePoints_170,"Hardwick Street, Clerkenwell",51.527842,-0.108068,001057,true,false,2010-07-16,,2022-04-29,2023-03-22
BikePoints_170,"Hardwick Street, Clerkenwell_OLD",51.527842,-0.108068,001057444,true,false,2010-07-16,,2023-03-22,2023-03-23
BikePoints_170,"Hardwick Street, Clerkenwell",51.527842,-0.108068,001057,true,false,2010-07-16,,2023-03-23,
BikePoints_171,"Collingham Gardens, Earl's Court",51.491615,-0.186753,003459,true,false,2010-07-16,,2022-04-29,
BikePoints_172,"Sumner Place, South Kensington",51.491211,-0.173715,001124,true,false,2010-07-16,,2022-04-29,
BikePoints_173,"Waterloo Road, South Bank",51.50486,-0.113001,001176,true,false,2010-07-16,,2022-04-29,
BikePoints_174,"Strand, Strand",51.512582,-0.115057,001100,true,false,2010-07-16,,2022-04-29,
BikePoints_175,"Worship Street, Shoreditch",51.521668,-0.079608,000997,true,false,2018-06-22,,2022-04-29,
BikePoints_176,"Gloucester Terrace, Bayswater",51.517919,-0.188098,001173,true,false,2010-07-16,,2022-04-29,
BikePoints_177,"Ashley Place, Victoria",51.49616,-0.140947,001122,true,false,2010-07-16,,2022-04-29,
BikePoints_178,"Warwick Square, Pimlico",51.489856,-0.141923,003460,true,false,2010-07-16,,2022-04-29,
BikePoints_180,"North Audley Street, Mayfair",51.512911,-0.153645,001126,true,false,2010-07-16,,2022-04-29,
BikePoints_181,"Belgrave Square, Belgravia",51.499412,-0.152317,003473,true,false,2010-07-16,,2022-04-29,
BikePoints_182,"Bell Street , Marylebone",51.522029,-0.165842,001166,true,false,2010-07-17,,2022-04-29,
BikePoints_183,"Riverlight North, Nine Elms",51.482362,-0.136123,001165,true,false,2010-07-17,,2022-04-29,
BikePoints_184,"Portland Place, Marylebone",51.520715,-0.145211,001164,true,false,2010-07-17,,2022-04-29,
BikePoints_185,"Alderney Street, Pimlico",51.488057,-0.140741,001174,true,false,2010-07-17,,2022-04-29,
BikePoints_186,"South Wharf Road, Paddington",51.517335,-0.17581,001167,true,false,2010-07-17,,2022-04-29,
BikePoints_187,"Queen's Gate (South), South Kensington",51.492479,-0.178433,001172,true,false,2010-07-17,,2022-04-29,
BikePoints_188,"Nutford Place, Marylebone",51.516517,-0.164393,001112,true,false,2010-07-17,,2022-04-29,
BikePoints_189,"Claremont Square, Angel",51.531666,-0.109914,001104,true,false,2010-07-17,,2022-04-29,
BikePoints_190,"Rampayne Street, Pimlico",51.489975,-0.132845,001106,true,false,2010-07-17,,2022-04-29,
BikePoints_191,"Hyde Park Corner, Hyde Park",51.503117,-0.15352,001075,true,false,2010-07-17,,2022-04-29,
BikePoints_192,"Wardour Street, Soho",51.512515,-0.133201,001163,true,false,2010-07-17,,2022-04-29,
BikePoints_193,"Bankside Mix, Bankside",51.505817,-0.100186,000963,true,false,2010-07-17,,2022-04-29,
BikePoints_194,"Hop Exchange, The Borough",51.504627,-0.091773,000960,true,false,2010-07-17,,2022-04-29,
BikePoints_195,"Milroy Walk, South Bank",51.507244,-0.106237,000959,true,false,2010-07-17,,2022-04-29,
BikePoints_196,"Union Street, The Borough",51.503688,-0.098497,000961,true,false,2010-07-17,,2022-04-29,
BikePoints_197,"Stamford Street, South Bank",51.505569,-0.111606,000962,true,false,2010-07-17,,2022-04-29,
BikePoints_199,"Great Tower Street, Monument",51.510484,-0.082989,001080,true,false,2010-07-18,,2022-04-29,
BikePoints_200,"LMU Commercial Road, Whitechapel",51.514924,-0.066078,001105,true,false,2010-07-18,,2022-04-29,
BikePoints_201,"Dorset Square, Marylebone",51.522596,-0.161113,001162,true,false,2010-07-18,,2022-04-29,
BikePoints_202,"Leman Street, Aldgate",51.512363,-0.069542,001102,true,false,2010-07-18,,2022-04-29,
BikePoints_203,"West Smithfield Rotunda, Farringdon",51.518218,-0.100791,001040,true,false,2010-07-18,,2022-04-29,
BikePoints_204,"Margery Street, Clerkenwell",51.526599,-0.112432,003468,true,false,2010-07-18,,2022-04-29,
BikePoints_205,"New Road  2, Whitechapel",51.518144,-0.06275,003475,false,false,2010-07-18,,2025-05-16,
BikePoints_206,"New Road 1 , Whitechapel",51.518154,-0.062697,001171,true,false,2010-07-18,,2022-04-29,
BikePoints_207,"Grosvenor Crescent, Belgravia",51.501352,-0.153194,001169,true,false,2010-07-19,,2022-04-29,
BikePoints_208,"Mallory Street, Marylebone",51.525051,-0.166304,001175,true,false,2010-07-18,,2022-04-29,
BikePoints_209,"Denyer Street, Knightsbridge",51.493583,-0.165101,003454,true,false,2010-07-19,,2022-06-23,
BikePoints_210,"Hinde Street, Marylebone",51.516814,-0.151926,003476,true,false,2010-07-19,,2022-04-29,
BikePoints_211,"Cadogan Place, Knightsbridge",51.494645,-0.158105,003469,true,false,2010-07-19,,2022-04-29,
BikePoints_212,"Campden Hill Road, Notting Hill",51.506584,-0.199004,003487,true,false,2010-07-19,,2022-04-29,
BikePoints_213,"Wellington Arch, Hyde Park",51.50274,-0.149569,001109,true,false,2010-07-19,,2022-04-29,
BikePoints_214,"Endsleigh Gardens, Euston",51.526838,-0.130504,001079,true,false,2010-07-19,,2022-04-29,
BikePoints_215,"Moorfields, Moorgate",51.519069,-0.088285,001092,true,false,2010-07-19,,2022-04-29,
BikePoints_216,"Old Brompton Road, South Kensington",51.490945,-0.18119,003479,true,false,2010-07-19,,2022-04-29,
BikePoints_217,"Wormwood Street, Liverpool Street",51.516154,-0.082422,002587,true,false,2010-07-19,,2022-04-29,
BikePoints_218,"St. Luke's Church, Chelsea",51.489716,-0.170194,003486,true,false,2010-07-19,,2022-04-29,
BikePoints_219,"Bramham Gardens, Earl's Court",51.490163,-0.190393,001183,true,false,2010-07-19,,2022-04-29,
BikePoints_220,"Chelsea Green, Chelsea",51.490664,-0.166485,001179,true,false,2010-07-19,,2022-04-29,
BikePoints_221,"Horseferry Road, Westminster",51.494816,-0.130458,001170,true,false,2010-07-19,,2022-04-29,
BikePoints_222,"Knightsbridge, Hyde Park",51.502757,-0.155349,001101,true,false,2010-07-20,,2022-04-29,
BikePoints_223,"Rodney Road , Walworth",51.491484,-0.09022,003481,true,false,2010-07-20,,2022-04-29,
BikePoints_224,"Queensway, Kensington Gardens",51.51031,-0.187402,001150,true,false,2010-07-20,,2022-04-29,
BikePoints_225,"Notting Hill Gate Station, Notting Hill",51.509353,-0.196422,001182,true,false,2010-07-20,,2022-04-29,
BikePoints_226,"Charles II Street, West End",51.508446,-0.131961,003488,true,false,2010-07-20,,2022-04-29,
BikePoints_227,"Great Percy Street, Clerkenwell",51.528915,-0.11548,003470,true,false,2010-07-20,,2022-04-29,
