place_id,installed,temporary,install_date,removal_date,common_name,locked,terminal_name
BikePoints_283,true,false,1279727220000,,"Kingsway, Covent Garden",false,001141
BikePoints_284,true,false,1279727580000,,"Lambeth North Station, Waterloo",false,001117
BikePoints_286,true,false,1279727880000,,"St. John's Wood Road, St. John's Wood",false,001187
BikePoints_287,true,false,1279728060000,,"Bedford Way, Bloomsbury",false,001156
BikePoints_288,true,false,1279793820000,,"Elizabeth Bridge, Victoria",false,001138
BikePoints_289,true,false,1279794060000,,"South Audley Street, Mayfair",false,003493
BikePoints_290,true,false,1279795140000,,"St Mary's Hospital, Paddington",false,003496
BikePoints_291,true,false,1279800420000,,"Claverton Street, Pimlico",false,001135
BikePoints_293,true,false,1279800780000,,"Kensington Olympia Station, Olympia",false,001214
BikePoints_294,true,false,1279800900000,,"St. George's Square, Pimlico",false,001195
BikePoints_295,true,false,1279801080000,,"Swan Street, The Borough",false,001216
BikePoints_296,true,false,1377258960000,,"Knaresborough Place, Earl's Court",false,200069
BikePoints_297,true,false,1279801560000,,"Geraldine Street, Elephant & Castle",false,003498
BikePoints_298,true,false,1279805640000,,"Curlew Street, Shad Thames",false,001213
BikePoints_299,true,false,1279808160000,,"Vincent Square, Westminster",false,001196
BikePoints_300,true,false,1279808700000,,"Serpentine Car Park, Hyde Park",false,001217
BikePoints_301,true,false,1279809000000,,"Marylebone Lane, Marylebone",false,001152
BikePoints_302,true,false,1279812360000,,"Putney Pier, Wandsworth",false,003492
BikePoints_303,true,false,1279812720000,,"Albert Gate, Hyde Park",false,001132
BikePoints_306,true,false,1279816260000,,"Rathbone Street, Fitzrovia",false,003497
BikePoints_307,true,false,1279816500000,,"Black Lion Gate, Kensington Gardens",false,001157
BikePoints_308,true,false,1279816740000,,"Long Lane , Bermondsey",false,001189
BikePoints_309,true,false,1279875060000,,"Embankment (Savoy), Strand",false,001192
BikePoints_310,true,false,1279879560000,,"Black Prince Road, Vauxhall",false,001205
BikePoints_311,true,false,1279880100000,,"Foley Street, Fitzrovia",false,003494
BikePoints_312,true,false,1279880340000,,"Grove End Road, St. John's Wood",false,001130
BikePoints_313,true,false,1279880520000,,"Wells Street, Fitzrovia",false,003495
BikePoints_314,true,false,1279884480000,,"Tyers Gate, Bermondsey",false,003485
BikePoints_315,true,false,1279884660000,,"The Tennis Courts, The Regent's Park",false,001199
BikePoints_316,true,false,1279884840000,1539845760000,"Warwick Row, Westminster",false,000968
BikePoints_317,true,false,1279885080000,,"Dickens Square, Borough",false,001208
BikePoints_318,true,false,1279885320000,,"Sackville Street, Mayfair",false,001197
BikePoints_320,true,false,1279890840000,,"Queen Mother Sports Centre, Victoria",false,001148
BikePoints_321,true,false,1279891020000,,"Bermondsey Street, Bermondsey",false,002637
BikePoints_322,true,false,1279891920000,,"Palissy Street, Shoreditch",false,003502
BikePoints_323,true,false,1279892040000,,"Clifton Street, Shoreditch",false,003501
BikePoints_324,true,false,1279894920000,,"Ontario Street, Elephant & Castle",false,001200
BikePoints_325,true,false,1279896660000,,"St. Martin's Street, West End",false,001158
BikePoints_326,true,false,1279896840000,,"Graham Street, Angel",false,001131
BikePoints_327,true,false,1280133420000,,"New North Road 1, Hoxton",false,001128
BikePoints_328,true,false,1280133540000,,"New North Road 2, Hoxton",false,002641
BikePoints_329,true,false,1280133720000,,"Prince Albert Road, The Regent's Park",false,002636
BikePoints_330,true,false,1280141280000,,"Eastbourne Mews, Paddington",false,001203
BikePoints_331,true,false,1280141460000,,"Bunhill Row, Moorgate",false,001211
BikePoints_333,true,false,1280142540000,,"Palace Gardens Terrace, Notting Hill",false,002633
BikePoints_334,true,false,1280147580000,,"Concert Hall Approach 1, South Bank",false,002635
BikePoints_335,true,false,1280152560000,,"Tavistock Street, Covent Garden",false,001207
BikePoints_336,true,false,1280152800000,,"Concert Hall Approach 2, South Bank",false,001212
BikePoints_337,true,false,1280153100000,,"Pembridge Villas, Notting Hill",false,002589
BikePoints_338,true,false,1280158740000,,"Wellington Street , Strand",false,001202
BikePoints_339,true,false,1280160600000,,"Risinghill Street, Angel",false,001127
BikePoints_615,true,false,1380288900000,,"Finlay Street, Fulham",false,200029
BikePoints_616,true,false,,,"Aintree Street, Fulham",false,200098
BikePoints_617,true,false,1380531540000,,"Elysium Place, Fulham",false,200028
BikePoints_618,true,false,1380546540000,,"Eel Brook Common, Walham Green",false,300003
BikePoints_619,true,false,1380552360000,,"Irene Road, Parsons Green",false,300012
BikePoints_620,true,false,1380629040000,,"Surrey Lane, Battersea",false,300010
BikePoints_621,true,false,1380899280000,,"Wandsworth Town Station, Wandsworth",false,200091
BikePoints_622,true,false,1380901680000,,"Lansdowne Road, Ladbroke Grove",false,200172
BikePoints_623,true,false,1381135320000,,"Nantes Close, Wandsworth",false,200186
BikePoints_624,true,false,1381224240000,,"Courland Grove, Wandsworth Road",false,200173
BikePoints_625,true,false,1381227480000,,"Queen's Circus, Battersea Park",false,200190
BikePoints_626,true,false,1381920300000,,"Normand Park, West Kensington",false,300008
BikePoints_627,true,false,1381931400000,,"Holden Street, Battersea",false,200007
BikePoints_628,true,false,1381414980000,,"William Morris Way, Sands End",false,200062
BikePoints_629,true,false,1381479480000,,"Morie Street, Wandsworth",false,200187
BikePoints_630,true,false,1381487100000,,"Clarence Walk, Stockwell",false,200194
BikePoints_631,true,false,1381245300000,,"Battersea Park Road, Nine Elms",false,200183
BikePoints_632,true,false,1381220700000,,"Sheepcote Lane, Battersea",false,200176
BikePoints_633,true,false,1381402920000,,"Vereker Road, West Kensington",false,200116
BikePoints_634,true,false,1381743780000,,"Brook Green South, Brook Green",false,300002
BikePoints_635,true,false,1381756440000,,"Greyhound Road, Hammersmith",false,200215
BikePoints_636,true,false,1381846320000,,"South Park, Sands End",false,200180
BikePoints_637,true,false,1381933680000,,"Spencer Park, Wandsworth Common",false,200191
BikePoints_638,true,false,1381834020000,,"Falcon Road, Clapham Junction",false,300014
BikePoints_639,true,false,1381835700000,,"Coomer Place, West Kensington",false,200081
BikePoints_640,true,false,1382010420000,,"Silverthorne Road, Battersea",false,200179
BikePoints_641,true,false,1381926900000,,"Archbishop's Park, Waterloo",false,300025
BikePoints_642,true,false,1381934220000,,"Fawcett Close, Battersea",false,200192
BikePoints_643,true,false,1382010720000,,"All Saints' Road, Portobello",false,300026
BikePoints_644,true,false,1382278560000,,"Rainville Road, Hammersmith",false,200182
BikePoints_645,true,false,1382110800000,,"Great Suffolk Street, The Borough",false,200200
BikePoints_646,true,false,1382084340000,,"Buckingham Gate, Westminster",false,200178
BikePoints_647,true,false,1382347140000,,"Richmond Way, Shepherd's Bush",false,200181
BikePoints_648,true,false,1382352840000,,"Peterborough Road, Sands End",false,200171
BikePoints_649,true,false,1382348400000,,"World's End Place, West Chelsea",false,300009
BikePoints_650,true,false,1382438520000,,"St. Mark's Road, North Kensington",false,300034
BikePoints_651,true,false,1382441580000,,"Thorndike Close, West Chelsea",false,300030
BikePoints_652,true,false,1381848540000,,"Evesham Street, Avondale",false,300022
BikePoints_653,true,false,1382539860000,,"Simpson Street, Clapham Junction",false,200196
BikePoints_654,true,false,1382520000000,,"Ashmole Estate, Oval",false,200223
BikePoints_655,true,false,1382611200000,,"Crabtree Lane, Fulham",false,200221
BikePoints_656,true,false,1382614560000,,"Broomhouse Lane, Parsons Green",false,200040
BikePoints_657,true,false,1382621400000,,"Blythe Road West, Shepherd's Bush",false,200220
BikePoints_658,true,false,1383731100000,,"Ethelburga Estate, Battersea Park",false,300005
BikePoints_659,true,false,1382697060000,,"Blackfriars Station, St. Paul's",false,200212
BikePoints_660,true,false,1382705340000,,"West Kensington Station, West Kensington",false,300020
BikePoints_661,true,false,1382887680000,,"All Saints Church, Portobello",false,300023
BikePoints_662,true,false,1382866680000,,"Phene Street, Chelsea",false,200189
BikePoints_663,true,false,1382870040000,,"Clarendon Road, Avondale",false,200124
BikePoints_664,true,false,1382964300000,,"Austin Road, Battersea Park",false,300013
BikePoints_665,true,false,1382975700000,,"Smugglers Way, Wandsworth",false,200113
BikePoints_667,true,false,1383136140000,,"Shepherd's Bush Road North, Shepherd's Bush",false,200209
BikePoints_668,true,false,1383143160000,,"Ravenscourt Park Station, Hammersmith",false,300037
BikePoints_669,true,false,1383147660000,,"Teversham Lane, Stockwell",false,300036
BikePoints_670,true,false,1383212640000,,"Ashley Crescent, Battersea",false,200169
BikePoints_671,true,false,1383217920000,,"Parsons Green Station, Parsons Green",false,300052
BikePoints_673,true,false,1383319500000,,"Hibbert Street, Battersea",false,300051
BikePoints_674,true,false,,,"Carnegie Street, King's Cross",false,300035
BikePoints_675,true,false,1383322320000,,"Usk Road, Clapham Junction",false,200126
BikePoints_676,true,false,1383584400000,,"Hartington Road, Stockwell",false,200207
BikePoints_677,true,false,1383476160000,,"Heath Road, Battersea",false,200023
BikePoints_678,true,false,1383653580000,,"Esmond Street, Putney",false,200170
BikePoints_679,true,false,1383661200000,,"Orbel Street, Battersea",false,200114
BikePoints_680,true,false,1383657480000,,"Westbridge Road, Battersea",false,200210
BikePoints_681,true,false,1383733440000,,"Bishop's Avenue, Fulham",false,200043
BikePoints_682,true,false,1383738240000,,"Crisp Road, Hammersmith",false,200059
BikePoints_683,true,false,1383750420000,,"Dorothy Road, Clapham Junction",false,200119
BikePoints_684,true,false,1383823380000,,"Neville Gill Close, Wandsworth",false,200188
BikePoints_685,true,false,1383827400000,,"Osiers Road, Wandsworth",false,200219
BikePoints_686,true,false,1383835560000,,"Beryl Road, Hammersmith",false,200097
BikePoints_688,true,false,1383915240000,,"Northfields, Wandsworth",false,200204
BikePoints_689,true,false,1383918180000,,"Spanish Road, Clapham Junction",false,200106
BikePoints_690,true,false,1383924660000,,"Stanley Grove, Battersea",false,200199
BikePoints_691,true,false,1384763520000,,"Erin Close, Walham Green",false,200184
BikePoints_692,true,false,1384166220000,,"Cadogan Close, Victoria Park",false,200112
BikePoints_693,true,false,1384001160000,,"Felsham Road, Putney",false,300019
BikePoints_694,true,false,1384004640000,,"Putney Rail Station, Putney",false,300033
BikePoints_695,true,false,1384172820000,,"Islington Green, Angel",false,300031
BikePoints_696,true,false,1384180020000,,"Charing Cross Hospital, Hammersmith",false,300018
BikePoints_697,true,false,1384251120000,,"Charlotte Terrace, Angel",false,200129
BikePoints_1,true,false,1278947280000,,"River Street , Clerkenwell",false,001023
BikePoints_2,true,false,1278585780000,,"Phillimore Gardens, Kensington",false,001018
BikePoints_3,true,false,1278240360000,,"Christopher Street, Liverpool Street",false,001012
BikePoints_4,true,false,1278241080000,,"St. Chad's Street, King's Cross",false,001013
BikePoints_5,true,false,1278241440000,,"Sedding Street, Sloane Square",false,003420
BikePoints_6,true,false,1278241680000,,"Broadcasting House, Marylebone",false,003424
BikePoints_7,true,false,1278241800000,,"Charlbert Street, St. John's Wood",false,003422
BikePoints_8,true,false,1540984560000,,"Maida Vale, Maida Vale",false,003423
BikePoints_9,true,false,1278242340000,,"New Globe Walk, Bankside",false,001015
BikePoints_10,true,false,1278242460000,,"Park Street, Bankside",false,001024
BikePoints_11,true,false,1278340440000,,"Brunswick Square, Bloomsbury",false,001022
BikePoints_12,true,false,1278340620000,,"Malet Street, Bloomsbury",false,000980
BikePoints_13,true,false,1278340800000,,"Scala Street, Fitzrovia",false,000970
BikePoints_14,true,false,1278341040000,,"Belgrove Street , King's Cross",false,001011
BikePoints_15,true,false,1278341220000,,"Great Russell Street, Bloomsbury",false,000988
BikePoints_16,true,false,1278341400000,,"Cartwright Gardens , Bloomsbury",false,001010
BikePoints_17,true,false,1278423720000,,"Hatton Wall, Holborn",false,001008
BikePoints_18,true,false,1278426300000,,"Drury Lane, Covent Garden",false,001007
BikePoints_19,true,false,1278426720000,,"Taviton Street, Bloomsbury",false,001009
BikePoints_20,true,false,1544659200000,,"Drummond Street , Euston",false,000993
BikePoints_21,true,false,1278427740000,,"Lansdowne Drive, Hackney Central",false,003426
BikePoints_22,true,false,1278428880000,,"Northington Street , Holborn",false,003425
BikePoints_23,true,false,1278429300000,,"Red Lion Square, Holborn",false,003421
BikePoints_24,true,false,1278430140000,,"British Museum, Bloomsbury",false,000981
BikePoints_25,true,false,1278433200000,,"Doric Way , Somers Town",false,001004
BikePoints_26,true,false,1278434160000,,"Ampton Street , Clerkenwell",false,001019
BikePoints_27,true,false,1278500160000,,"Bouverie Street, Temple",false,001021
BikePoints_28,true,false,1278500460000,,"Bolsover Street, Fitzrovia",false,001025
BikePoints_29,true,false,1278501180000,,"Hereford Road, Bayswater",false,001016
BikePoints_30,true,false,1278501420000,,"Windsor Terrace, Hoxton",false,001029
BikePoints_31,true,false,1278501600000,,"Fanshaw Street, Hoxton",false,003427
BikePoints_32,true,false,1278506700000,,"Leonard Circus , Shoreditch",false,001020
BikePoints_33,true,false,1278506940000,,"Central House, Aldgate",false,003430
BikePoints_34,true,false,1278507060000,,"Pancras Road, King's Cross",false,003428
BikePoints_36,true,false,1278519900000,,"De Vere Gardens, Kensington",false,003446
BikePoints_37,true,false,1278520020000,,"Penywern Road, Earl's Court",false,003444
BikePoints_38,true,false,1278584880000,,"Abingdon Villas, Kensington",false,003442
BikePoints_39,true,false,1278601740000,,"Shoreditch High Street, Shoreditch",false,003445
BikePoints_40,true,false,1278601980000,,"Commercial Street, Shoreditch",false,001083
BikePoints_41,true,false,1278602280000,,"Pindar Street, Liverpool Street",false,001084
BikePoints_42,true,false,1278602700000,,"Wenlock Road , Hoxton",false,000979
BikePoints_43,true,false,1278687720000,,"Crawford Street, Marylebone",false,001036
BikePoints_44,true,false,1278687900000,,"Bruton Street, Mayfair",false,001034
BikePoints_45,true,false,1278691320000,,"Boston Place, Marylebone",false,001035
BikePoints_46,true,false,1278691800000,,"Nesham Street, Wapping",false,001031
BikePoints_47,true,false,1278749160000,,"Warwick Avenue Station, Maida Vale",false,001027
BikePoints_48,true,false,1278749460000,,"Godliman Street, St. Paul's",false,000971
BikePoints_49,true,false,1278749940000,,"Curzon Street, Mayfair",false,003437
BikePoints_50,true,false,1278750240000,,"East Road, Hoxton",false,001054
BikePoints_51,true,false,1278750540000,,"Finsbury Library , Finsbury",false,000986
BikePoints_52,true,false,1278750840000,,"Roscoe Street, St. Luke's",false,001026
BikePoints_53,true,false,1278752580000,,"Grafton Street, Mayfair",false,003431
BikePoints_54,true,false,1278766740000,,"Golden Lane, Barbican",false,000967
BikePoints_55,true,false,1278766980000,,"Finsbury Circus, Liverpool Street",false,000984
BikePoints_56,true,false,1278767220000,,"Paddington Street, Marylebone",false,001033
BikePoints_57,true,false,1278767460000,,"Guilford Street , Bloomsbury",false,000974
BikePoints_58,true,false,1278767700000,,"New Inn Yard, Shoreditch",false,001032
BikePoints_60,true,false,1278769140000,,"Lisson Grove, St. John's Wood",false,001030
BikePoints_61,true,false,1278773820000,,"Great Dover Street, The Borough",false,001017
BikePoints_62,true,false,1278773940000,,"Cotton Garden Estate, Kennington",false,000990
BikePoints_63,true,false,1278774120000,,"Murray Grove , Hoxton",false,000989
BikePoints_64,true,false,1278774300000,,"William IV Street, Strand",false,001028
BikePoints_66,true,false,1278845280000,,"Holborn Circus, Holborn",false,000982
BikePoints_67,true,false,1278847440000,,"Hatton Garden, Holborn",false,000985
BikePoints_68,true,false,1278857040000,,"Theobald's Road , Holborn",false,000975
BikePoints_69,true,false,1278861540000,,"Euston Road, Euston",false,000983
BikePoints_70,true,false,1278863340000,,"Calshot Street , King's Cross",false,001066
BikePoints_71,true,false,1278924900000,,"Newgate Street , St. Paul's",false,001074
BikePoints_72,true,false,1276948860000,,"Farringdon Lane, Clerkenwell",false,003432
BikePoints_73,true,false,1278941040000,,"Old Street Station, St. Luke's",false,001064
BikePoints_74,true,false,1278941160000,,"Vauxhall Cross, Vauxhall",false,001000
BikePoints_75,true,false,1278945180000,,"Torrens Street, Angel",false,001060
BikePoints_76,true,false,1278946560000,,"Longford Street, The Regent's Park",false,000976
BikePoints_77,true,false,1278946860000,,"Russell Square Station, Bloomsbury",false,000978
BikePoints_78,true,false,1278948480000,,"Sadlers Sports Centre, Finsbury",false,003433
BikePoints_79,true,false,1509018360000,,"Arundel Street, Temple",false,003455
BikePoints_80,true,false,1278952440000,,"Webber Street , Southwark",false,003448
BikePoints_81,true,false,1279012980000,,"Great Titchfield Street, Fitzrovia",false,003450
BikePoints_82,true,false,1279015680000,,"Chancery Lane, Holborn",false,003453
BikePoints_83,true,false,1279015800000,,"Panton Street, West End",false,003452
BikePoints_84,true,false,1279020240000,,"Breams Buildings, Holborn",false,003449
BikePoints_340,true,false,1280248620000,,"Bank of England Museum, Bank",false,001201
BikePoints_341,true,false,1280222160000,,"Craven Street, Strand",false,001160
BikePoints_343,true,false,1280224260000,,"London Zoo Car Park, The Regent's Park",false,001188
BikePoints_344,true,false,1280226120000,,"Goswell Road (City Uni), Finsbury",false,001222
BikePoints_345,true,false,1280229720000,,"Flood Street, Chelsea",false,001218
BikePoints_347,true,false,1283762460000,,"Lower Marsh, Waterloo",false,001219
BikePoints_348,true,false,1284540540000,,"Grosvenor Square, Mayfair",false,010627
BikePoints_349,true,false,1284543120000,,"St. George Street, Mayfair",false,001221
BikePoints_350,true,false,1285756260000,,"Queen's Gate, Kensington Gardens",false,001231
BikePoints_351,true,false,1286790480000,,"Macclesfield Rd, St Lukes",false,001226
BikePoints_352,true,false,1286796360000,,"Vauxhall Street, Vauxhall",false,001224
BikePoints_353,true,false,1287652080000,,"Greycoat Street , Westminster",false,010623
BikePoints_354,true,false,,,"Northumberland Avenue, Strand",false,001097
BikePoints_355,true,false,1287752460000,,"Clapham Common Station, Clapham Common",false,002694
BikePoints_356,true,false,1288009080000,,"South Kensington Station, South Kensington",false,002685
BikePoints_357,true,false,1288092420000,,"Howland Street, Fitzrovia",false,002691
BikePoints_358,true,false,1290079860000,,"High Holborn , Covent Garden",false,001229
BikePoints_359,true,false,1288950960000,,"Butler Place, Westminster",false,002662
BikePoints_360,true,false,1288958160000,,"Howick Place, Westminster",false,002666
BikePoints_361,true,false,1291902600000,,"Waterloo Station 2, Waterloo",false,002692
BikePoints_362,true,false,1290080220000,,"Royal College Street, Camden Town",false,002686
BikePoints_363,true,false,1289911800000,,"Lord's, St. John's Wood",false,002665
BikePoints_364,true,false,1290080640000,,"Store Street, Bloomsbury",false,003507
BikePoints_365,true,false,1290603600000,,"City Road, Angel",false,002690
BikePoints_367,true,false,,,"Harrowby Street, Marylebone",false,002680
BikePoints_368,true,false,1291201680000,,"Harriet Street, Knightsbridge",false,002681
BikePoints_370,true,false,1291647300000,,"Paddington Green, Paddington",false,002670
BikePoints_371,true,false,1291712820000,,"King Edward Walk, Waterloo",false,002639
BikePoints_372,true,false,1291713000000,,"Sardinia Street, Holborn",false,002649
BikePoints_373,true,false,1295428320000,,"Prince Consort Road, Knightsbridge",false,003499
BikePoints_374,true,false,1291725720000,,"Waterloo Station 1, Waterloo",false,002696
BikePoints_375,true,false,1291805820000,,"Kensington Town Hall, Kensington",false,010632
BikePoints_376,true,false,1294660980000,,"Millbank Tower, Pimlico",false,002683
BikePoints_377,true,false,1295265420000,,"Waterloo Bridge, South Bank",false,002648
BikePoints_378,true,false,1296121500000,,"Natural History Museum, South Kensington",false,002677
BikePoints_379,true,false,1296121680000,,"Turquoise Island, Notting Hill",false,002682
BikePoints_380,true,false,1296125400000,,"Stanhope Gate, Mayfair",false,003506
BikePoints_381,true,false,1296203760000,,"Charlotte Street, Fitzrovia",false,002669
BikePoints_382,true,false,1297159320000,,"Farm Street, Mayfair",false,002678
BikePoints_383,true,false,1296649200000,,"Frith Street, Soho",false,002660
BikePoints_384,true,false,1296731880000,,"Marloes Road, Kensington",false,003505
BikePoints_386,true,false,1296732540000,,"Moor Street, Soho",false,003504
BikePoints_387,true,false,1297077540000,,"Fire Brigade Pier, Vauxhall",false,002703
BikePoints_388,true,false,1297182180000,,"Southampton Street, Strand",false,001228
BikePoints_389,true,false,1297347960000,,"Upper Grosvenor Street, Mayfair",false,010621
BikePoints_390,true,false,1297764360000,,"Buxton Street 1, Shoreditch",false,001223
BikePoints_391,true,false,1297956480000,1539846000000,"Clifford Street, Mayfair",false,002688
BikePoints_392,true,false,1297958700000,,"Imperial College, Knightsbridge",false,001220
BikePoints_393,true,false,1298545440000,,"Snow Hill, Farringdon",false,002699
BikePoints_394,true,false,,,"Aberdeen Place, St. John's Wood",false,002698
BikePoints_395,true,false,1298908800000,,"Cadogan Gardens, Chelsea",false,002695
BikePoints_396,true,false,1299075120000,,"Shouldham Street, Marylebone",false,002693
BikePoints_397,true,false,1299075900000,,"Devonshire Terrace, Bayswater",false,001227
BikePoints_398,true,false,1299076440000,,"Holland Park, Kensington",false,010631
BikePoints_399,true,false,1299582900000,,"Brick Lane Market, Shoreditch",false,002687
BikePoints_400,true,false,1299583260000,,"George Street, Marylebone",false,001225
BikePoints_401,true,false,1299592500000,,"Columbia Road, Shoreditch",false,002701
BikePoints_402,true,false,1299592860000,,"Penfold Street, Marylebone",false,010625
BikePoints_403,true,false,1299593640000,,"George Place Mews, Marylebone",false,010630
BikePoints_404,true,false,1299669180000,,"Palace Gate, Kensington Gardens",false,001110
BikePoints_405,true,false,1299669300000,,"Gloucester Road Station, South Kensington",false,001107
BikePoints_408,true,false,,,"Sun Street, Liverpool Street",false,001129
BikePoints_409,true,false,,,"Strata, Elephant & Castle",false,010624
BikePoints_410,true,false,,,"Edgware Road Station, Marylebone",false,001058
BikePoints_411,true,false,,,"Rotherhithe Roundabout, Rotherhithe",false,010629
BikePoints_412,true,false,1302006180000,,"Cleaver Street, Kennington",false,010628
BikePoints_419,true,false,1308735300000,,"Chelsea Bridge, Pimlico",false,022160
BikePoints_420,true,false,1309258380000,,"Southwark Station 1, Southwark",false,022162
BikePoints_421,true,false,1309258440000,,"Southwark Station 2, Southwark",false,022163
BikePoints_423,true,false,1309860240000,,"Eaton Square (South), Belgravia",false,022164
BikePoints_424,true,false,1324551120000,,"Ebury Bridge, Pimlico",false,022159
BikePoints_426,true,false,1310463720000,,"Vincent Street, Pimlico",false,022161
BikePoints_427,true,false,1310725680000,,"Cheapside, Bank",false,022180
BikePoints_428,true,false,1318496100000,,"Exhibition Road, Knightsbridge",false,022179
BikePoints_430,true,false,1324549980000,,"South Parade, Chelsea",false,022182
BikePoints_431,true,false,1323355020000,,"Crinan Street, King's Cross",false,022183
BikePoints_432,true,false,1319448720000,,"Exhibition Road Museums 1, South Kensington",false,022158
BikePoints_433,true,false,1323361560000,,"Wren Street, Holborn",false,022169
BikePoints_435,true,false,1323346020000,,"Kennington Station, Kennington",false,022170
BikePoints_698,true,false,1384254300000,,"Shoreditch Court, Haggerston",false,200121
BikePoints_699,true,false,1384256040000,,"Belford House, Haggerston",false,200057
BikePoints_700,true,false,1384343280000,,"Battersea Church Road, Battersea",false,200201
BikePoints_701,true,false,1384345080000,,"Vicarage Crescent, Battersea",false,200077
BikePoints_702,true,false,1384345860000,,"Durant Street, Bethnal Green",false,200213
BikePoints_703,true,false,1384357800000,,"St. Bride Street, Holborn",false,200094
BikePoints_704,true,false,1384443480000,,"Mexfield Road, East Putney",false,200063
BikePoints_705,true,true,1384453020000,1539845700000,"Upper Richmond Road, Putney",false,300042
BikePoints_706,true,false,1384420920000,,"Snowsfields, London Bridge",false,200193
BikePoints_707,true,false,1384435680000,,"Barons Court Station, West Kensington",false,200197
BikePoints_708,true,false,1384530180000,,"Disraeli Road, Putney",false,200217
BikePoints_709,true,false,1384510140000,,"Montserrat Road , Putney",false,200205
BikePoints_710,true,false,1384520580000,,"Albert Bridge Road, Battersea Park",false,300045
BikePoints_711,true,false,1384791540000,,"Everington Street, Fulham",false,300028
BikePoints_712,true,false,1384797120000,,"Mile End Stadium, Mile End",false,300056
BikePoints_713,true,false,1384774620000,,"Hawley Crescent, Camden Town",false,200122
BikePoints_714,true,false,1384865400000,,"Stewart's Road, Wandsworth Road",false,300055
BikePoints_715,true,false,1384868460000,,"Aylward Street, Stepney",false,300049
BikePoints_717,true,false,1384952400000,,"Dunston Road , Haggerston",false,300024
BikePoints_718,true,false,1384962840000,,"Ada Street, Hackney Central",false,300040
BikePoints_719,true,false,1384968480000,,"Victoria Park Road, Hackney Central",false,300011
BikePoints_720,true,false,1385025840000,,"Star Road, West Kensington",false,300038
BikePoints_721,true,false,1385028480000,,"Wendon Street, Old Ford",false,300039
BikePoints_722,true,false,1385028600000,,"Finnis Street, Bethnal Green",false,300041
BikePoints_723,true,false,1385035380000,,"Stephendale Road, Sands End",false,300053
BikePoints_724,true,false,1385125380000,,"Alma Road, Wandsworth",false,300046
BikePoints_725,true,false,1563352500000,,"Walworth Square, Walworth",false,300050
BikePoints_726,true,false,1385128740000,,"Alfreda Street, Battersea Park",false,300047
BikePoints_727,true,false,1385132160000,,"Chesilton Road, Fulham",false,300054
BikePoints_728,true,false,1385466780000,,"Putney Bridge Road, East Putney",false,300044
BikePoints_729,true,false,1385391300000,,"St. Peter's Terrace, Fulham",false,300043
BikePoints_730,true,false,1385132580000,,"Bridge Avenue, Hammersmith",false,300082
BikePoints_731,true,false,1385394720000,,"Michael Road, Walham Green",false,300095
BikePoints_732,true,false,1385458020000,,"Duke Street Hill, London Bridge",false,300083
BikePoints_733,true,false,1385460840000,,"Park Lane, Mayfair",false,300093
BikePoints_734,true,false,1385464500000,,"Plough Terrace, Clapham Junction",false,300094
BikePoints_735,true,false,1385383080000,,"Grant Road East, Clapham Junction",false,200120
